source_id,ra,dec,l,b,dist_sol_pc,vel_rad_km_s,pmra,pmdec,phot_g_mean_mag,bp_rp,dist_centro_kpc
4183942052110257920,289.30638963919506,-16.26644296862513,21.08241475129203,-12.923680679639805,2222.788,-31.235847,7.912343332453775,1.2064284138882866,13.725103,1.2907925,6.225541211347545
6707868034425543680,274.150995675216,-46.79767174428665,347.12528393041396,-13.89468884622689,2047.8105,-52.92449,1.477085818469225,-1.3749106534900433,12.844379,1.274518,6.275086541219095
6640474744806807808,292.2039908047939,-55.12004207970557,342.29880309680607,-27.174705528931998,2398.6375,32.841442,2.5948835675620843,-4.35073142323096,13.133511,1.2951784,6.275664036094563
4552708219012877440,267.1864580074931,20.439359973539837,45.15057553815323,22.614423057910283,4503.339,16.636158,1.057690833821399,-6.695501022977967,13.989149,1.2966843,6.261602314365304
6004512679523284224,225.89227810438294,-42.71680382482293,327.29054254914195,13.819547035666565,2541.2698,-20.336567,-7.893243236175094,-3.4819231523591885,12.18751,1.2574835,6.275064086561119
4354584401303916800,250.78881550643698,-3.788834107336968,13.373534185880791,26.19249686037482,2298.5037,-76.627686,6.316285299491542,-9.625150883755081,13.072566,1.253624,6.272445854444681
4549889380436601856,262.69570474027546,16.607878354699366,39.51131185451342,25.10728147629353,3382.2637,6.2338777,1.3534306112630192,-4.568798299427536,13.950762,1.289484,6.29860426516114
4217358203335267840,302.90161431607135,-6.333459397471199,36.4337628998003,-20.69841440542687,2896.2043,6.532078,3.655527046283609,-4.1967609380986195,14.316451,1.2413263,6.294134722053157
6679719338458104320,307.5018897722621,-42.09856574812016,358.8919986229169,-35.523487743635435,2552.8992,37.802383,1.4640279226267596,-4.759247557046212,13.109661,1.0491962,6.278511253040608
5800213046761029376,224.9256151017649,-68.05918794848185,314.49082505595516,-8.114301002597054,3673.7874,-37.953186,-4.700548197352471,-5.919060074162681,13.555927,1.2811689,6.219990483376451
4466001728477103104,249.05116109391142,16.664842662244407,33.807405427016825,37.24095544353919,4162.4087,6.698377,-1.0643857532113006,-3.2030031370937,13.511072,1.116951,6.258676278769623
4225333785800817792,310.13730513431545,-2.1589446851777367,44.09733810367937,-25.13640446093972,4887.6733,-47.09894,-6.220271865054894,-1.682769250892433,14.080777,1.2078896,6.228512233367789
6221856548891946752,219.36483144045766,-28.87190605992619,329.3380358340225,28.507500880026917,2984.9526,-58.567654,-2.176298546573502,-1.988209064383887,13.998046,1.2744493,6.235809296833139
6438231744227002368,282.23154185018967,-64.99479235261212,330.5267382725335,-24.149643898492883,2705.0981,92.45511,1.3249880930806586,-9.349068352783396,12.398708,1.2025461,6.248976260823571
6666389649757091584,302.627245384941,-50.643150635594814,348.2420950679165,-32.91890763887226,2625.4688,-30.487534,-1.682404359527782,-2.062304520267662,13.143259,1.2532129,6.203365406796922
4490684836808526080,262.94904336588723,8.856873383534,31.92023756010073,21.695791212850317,2727.1528,37.855965,-4.688670576594347,-2.8745868365576337,13.509507,1.286768,6.256098065112015
6723594422265496064,277.73833436603263,-40.90813589589027,353.74813936177105,-13.801624201157217,2048.0837,-9.341038,0.9811297242135713,-4.47721038501073,13.142574,1.2970066,6.223867519171774
6040612433700840448,238.13628923253793,-30.46957585700451,343.00814130161245,17.97244997214297,2198.5996,180.52054,-13.751640438790215,-9.140962129615192,13.220056,1.2160645,6.245087168493608
6436581372973810048,275.96005941308,-66.43908475140712,328.27970092705124,-22.038895323797068,2762.3667,-41.663944,0.19342507580342577,-7.024399262672636,13.294153,1.2484274,6.235889329077632
6732056504271211136,281.7932721982357,-36.091794839951845,359.6112435342605,-14.787151962844705,2036.9851,25.841154,1.1199351204008792,-21.34445518032238,11.863706,1.1905375,6.230268098514019
5918628834143192448,267.2714762667483,-57.47819671230591,335.3221862437663,-14.82718223525,2264.0476,-23.789812,-2.968739061782673,-7.653805535674142,13.153588,1.2711935,6.283095431067479
5814286864298677888,255.03246360953958,-68.03718349447435,323.0078811524243,-15.516232453920791,2863.1987,-56.937374,-3.3254135014474846,-3.886421443231089,14.674559,1.207737,6.247915220163761
6693309130379569920,304.5970490783423,-38.393437769987244,2.92920097095244,-32.78791278710762,2417.1567,-16.988192,0.039905574904224306,-3.6238700231248253,13.18225,1.2094784,6.287243018238906
6258649300333519744,231.5052932353705,-17.06338928788266,347.712460466322,32.052953273998234,2506.5217,73.09752,-4.018347616800455,-12.119302407120108,13.25517,1.2279139,6.2618903408145625
6905246112668367616,304.7374862718876,-10.06169691321062,33.67258593294173,-23.966435746081395,2833.4858,-72.23274,-3.1456812471629205,-4.696302613470555,13.639169,1.2935514,6.297999489073201
4406048554871513344,239.81376505557978,-2.050994576386227,7.781648496503478,36.212463742766886,2688.1936,-22.248732,-9.431544362374972,-1.4931044470517183,13.450591,1.2644653,6.241625591050861
6655125805967290240,282.1607415474328,-50.7226606277829,345.3649449743682,-20.249066487200114,2165.935,-13.021281,-3.0199121395094766,-8.970998338728315,13.48464,1.271946,6.277955883461394
6806983686205320448,311.21882832291243,-23.446918031613436,22.035249486339325,-34.69958430949798,2839.2239,-14.97214,7.029553090239343,-0.7622158745015092,13.378027,1.2028666,6.288922255814574
6733433706997088768,278.24895725455343,-35.9997137081813,358.50212447193366,-12.130686198901541,1960.2747,14.300027,4.422290386106228,0.668690606416855,12.558808,1.2542725,6.2758858424863595
6729180250565876608,282.99917045296803,-38.54495141841245,357.6349672805947,-16.60867935999864,2065.648,-52.344944,-1.8954410418339909,-6.279647890698778,13.32237,1.2679396,6.228803311445228
6426522254626366464,309.45258253292786,-64.4100832235586,331.3252173089684,-35.68561597513202,3462.78,-31.82514,-1.3064782153996668,-9.334046040207896,13.446491,1.1192207,6.205637069093255
5936273796827193856,253.1317123506016,-51.90269807675516,335.4668921279706,-4.964854967693504,2162.5383,-74.66962,-2.359068464849729,-3.1161315022920144,13.767758,1.064477,6.284878921731923
4046558933252886656,278.191556785954,-32.19817220412207,1.988706585827984,-10.467721693013898,1932.0702,-58.441628,0.8355329086571399,-5.876469653564088,12.831626,1.2859535,6.289378139335762
4440860329956059136,252.5393560297783,5.847916109039929,23.781723188898063,29.565264467092323,2689.0156,73.23014,-2.485059293731609,-11.982921050376904,13.726561,1.2233543,6.253309992581588
6797607012386961280,305.0624916069516,-28.953495793400357,13.8612924024693,-30.999016927192553,2439.505,-25.278652,-9.024873765485541,-16.677255236311904,13.259129,1.2835226,6.294845623807156
6905414612824772608,305.6870778172973,-9.283421938236453,34.88478623322654,-24.476223915113685,2967.0857,54.167263,-9.248314977094264,-0.9095307873237598,14.209241,1.2727098,6.281061476589265
5814248140872198144,255.0980238413559,-68.432207249116,322.687035905546,-15.763568118888067,2903.1926,29.379564,0.05839556659252147,-0.49769647794934146,14.716884,1.2412024,6.241980587723644
6773179235574737024,292.4753526550216,-20.754095238973377,18.099794156718858,-17.493633703572176,2256.2927,-17.140709,-0.8470431847987117,-4.881336100483512,13.916458,1.2874393,6.206051507890933
6722975362858450688,277.56481625918434,-41.718595517674316,352.93102471272795,-14.013110648076044,2028.6499,-43.43902,2.557806362148676,-2.786995740069509,14.484263,1.2942753,6.248732590398567
5910846971879639680,262.6535757999371,-61.652330468457365,330.3756307048617,-14.794017091781635,2453.163,-54.305225,-3.7655101995088076,-9.477258014014616,12.826571,1.2088642,6.258978219247614
4389181977782521728,261.53863728939956,3.689968097800178,26.294919972338107,20.625980471933953,2466.4858,-71.16859,5.201137149426159,-3.429565822552872,13.349487,1.2266293,6.254124863264936
5794274069043761024,230.74972069253076,-73.65850758194827,313.18511357759553,-13.883189994890632,4090.9846,16.703012,-2.160554351254474,-3.313513184501049,14.703504,1.2946863,6.257932535334539
6227380117355488000,226.38992922449543,-25.515758922382833,337.39237120740614,28.23632527643294,2676.24,-122.53423,-8.162051194171738,-0.6819169111457322,13.489938,1.2468624,6.20011444063386
5913677286610572160,257.7751842728058,-61.42445583415655,329.2964828606477,-12.706953110069728,2475.6238,-99.91021,-0.36862101447759454,-9.449239995920033,13.503273,0.9425211,6.2486661167893995
6457558031904005120,312.6486413734026,-56.44897286370097,340.81510553311756,-38.63698708953348,3179.7573,35.14795,6.204987140788232,-0.8468786699511952,13.138896,1.1960573,6.214680208464595
6753693381266536064,297.9259572336729,-27.72555966404828,13.0486458339362,-24.640428407336163,2342.3179,56.09023,-2.876142634542112,-2.7230784864507567,13.874065,1.2972202,6.200230520536984
6787870291463180672,318.0699725480527,-29.88922663286093,16.006522536878002,-42.23129157925613,3357.911,-3.6652164,1.245470053410002,-4.4152282797016404,13.574481,1.283412,6.250244882992265
5809167332002439680,249.4159445148224,-68.56394511969283,321.265827420745,-14.19290733009252,2943.2976,-39.015087,-4.118199027961117,-7.9929154665369815,14.522369,1.2672195,6.255920011687994
4046595384590486144,278.3001982516808,-31.94131922896578,2.264721270263171,-10.439918427026619,1984.7809,81.09883,-9.696244303376082,-9.614699233667658,12.817554,1.2828913,6.238454202883384
4037567775646961920,272.4173850628012,-37.964810639025536,354.61666070449905,-8.820619147142484,1980.9056,-41.693943,-2.85568762343791,-7.597151958093439,12.200149,1.2358456,6.239260917495459
6763042700439481728,287.92590517433086,-27.35583541614906,10.060155420491897,-16.220673441335112,2060.1895,-28.072372,1.5263704486284986,-0.3728228194423999,12.272701,1.2711525,6.266292790054319
6707112468086464256,271.03735726562394,-48.53610365764867,344.57814761111354,-12.765950733141525,2084.649,11.596772,-2.265945126552094,-3.621032970067094,12.819311,1.2776794,6.258521775516465
6101794277189636352,220.86199386289726,-40.59947253044785,324.8752140635824,17.45139473207685,2866.7217,36.714314,-1.8441362502905854,1.6799559919978795,13.547848,1.2555552,6.205895199035232
4438327536202756224,247.5409441867846,5.233937277158797,20.351938108942058,33.639940371254006,2836.1875,-55.689377,-6.922486465493258,1.2856716256467724,13.24959,1.0877914,6.222084234039312
6661333987918492416,285.456283660142,-48.74339117843017,348.0765787064997,-21.67752835017676,2155.6187,133.91232,-5.636753499530545,-15.553612848382407,12.239493,1.1482,6.282471875283789
6113758853487534592,208.2487277529476,-40.52039232177685,315.3988910780736,20.85645541517222,4294.399,-13.940676,-9.997273764215214,-3.003388913777044,13.135291,1.2331905,6.211870488449528
6765818172724746880,290.47034957713385,-27.743826876394657,10.571893377122167,-18.456954412870356,2136.3003,61.54988,5.5932379405132435,-7.291460112876816,12.334181,1.237917,6.233944115222149
5816142633776087936,250.18992084630474,-65.21102178986892,324.1058081233133,-12.271462956080892,2742.194,-1.6150467,-0.2997006819180877,-2.0712467514420076,13.681642,1.221591,6.236616252870693
6655950748926312960,283.25174833327856,-49.52910377820389,346.8081442000345,-20.53857890684048,2207.02,-104.84867,0.5745723286876908,-6.431360964446811,13.031234,0.67472935,6.232107080632067
6887876337207526144,313.20546084080416,-13.341303435741573,34.21376968971725,-32.86929198204147,3473.7776,-8.541592,1.49279349205696,-10.050349921653769,13.104882,1.1492643,6.283621422519738
4491776681916253952,260.11254452165815,10.723813174772463,32.449612760046676,25.021700105927042,2840.471,-10.603614,-4.220844966958579,-3.0030275940715043,12.75712,1.131402,6.278740477192678
5822657274537511552,242.02515588837056,-65.43688776817133,321.55376330266756,-9.951196565505477,2903.242,26.699343,2.872408796909676,-4.011636601933499,13.389781,1.264142,6.219148686062782
5921566557424115200,264.26147637310225,-53.842144684514274,337.73896328716444,-11.577279868241867,2243.8823,-22.721905,-3.6233754638365916,-4.658232819125613,13.264036,1.219655,6.21612381983904
5956614315217987584,269.7284444153781,-42.818843383733245,349.3046574388336,-9.300890738679431,2004.3622,-22.470903,-8.646466337243801,-12.205735968548968,13.740413,1.2849665,6.253545285933249
5805439609619511552,247.77994116493483,-74.35958725419798,316.3098240647868,-17.529888119417652,3577.303,40.925606,-6.180133793918646,-9.787705058296297,13.564493,1.2917461,6.271647478649237
6727133303525641344,276.7664027050438,-38.36661720893373,355.79783535788386,-12.061286010991866,1996.1233,1.9154041,-0.28869751408454536,-0.7147422245480092,12.686515,1.2935371,6.246771976211035
6274516009035560576,212.46234706208347,-24.23933950395405,324.93484322164636,35.25988759215225,3895.8193,33.25179,5.055273140813272,-4.5155966503927525,12.987613,1.2638674,6.282556760708116
5918779157999853696,267.4377770125769,-56.49081346620747,336.2700995811612,-14.450368000328957,2275.7925,-50.482956,-2.097400962819467,-7.64105756872765,13.762791,1.2712765,6.249892890333318
6665634800664951040,299.3737078984483,-53.07455697875588,345.2051178310066,-31.098241661924053,2591.6929,49.02185,0.5187045164047419,-5.814552243478412,13.611153,1.237647,6.205026834759228
6709594576922567808,276.19708119420847,-45.186930326470815,349.2455008588662,-14.51925802614781,2028.6699,30.75479,3.9054483927779975,-4.485849452504446,12.857972,1.2741308,6.27997857848724
6296272629729817856,214.2353294689622,-18.067134395055717,329.9447650529555,40.277282217036245,4355.123,-33.36647,0.9989547138705879,-0.4595415066313,13.053228,1.1871147,6.2296779720924285
4083406728952749952,290.8679661032597,-19.471626276145596,18.70110719096448,-15.598761600895626,2214.715,-4.042973,0.06497817930882477,-7.710054390688859,13.534226,1.2902231,6.223904295232474
5909151490587323264,266.73055691248203,-64.67128312880399,328.5095749347404,-17.841085807529648,2540.7676,38.964596,-1.9549120144711571,-3.286286775770557,13.939784,1.2530346,6.293068638818057
6761703632734230656,283.99458314754946,-29.107334297505215,6.985630625062503,-13.722291733016629,2010.2555,-53.34217,1.377002391194653,-2.484545851726209,13.938422,1.2495661,6.262321606920833
6209948322569169920,234.0068253362061,-29.33041472103211,340.8915045829596,21.15588443510203,2317.527,-85.238335,-12.502238980111484,-7.65814126496284,13.510284,1.2729368,6.232792966523639
6736066659385377152,281.46326588456174,-32.8660318749995,2.549012932378217,-13.25216147541125,2000.1973,21.36982,-0.4105345052769984,-0.5596107069700068,12.632078,1.2350197,6.250435299802128
6204054149971984768,224.73475646411072,-34.08831101270349,331.0190990658023,21.737241200107267,2561.4753,35.555206,-4.0952859586049435,-13.81670032673178,13.6198015,1.1810312,6.27674379676275
6727969374729469440,276.46293030010014,-37.58597639541475,356.41395449693744,-11.510958476690378,2002.8212,-76.111885,3.790771125446979,-6.771658470367578,13.260471,1.2793217,6.233342870957372
4229233135069569024,305.4908128543573,-1.4289473016270797,42.35972364857463,-20.715752507708842,3672.8013,-5.6078153,-2.004863362093237,-4.6292204934424435,14.068495,1.2904701,6.232965140974791
6869548749687448960,294.1762782192628,-19.194560680353902,20.266709962631545,-18.3519761590623,2219.5862,6.1759706,-1.164948563405523,-11.655755528948214,14.18329,1.2801828,6.283495493696872
4431590553580381696,247.95903024745547,0.5487930864289143,15.828275608703152,30.90077386813918,2606.047,-15.607023,-4.867447766005349,-11.86263030567058,12.761353,1.2552176,6.203518122378994
4045058988885596928,277.9362539756506,-32.300448048987796,1.8000216005477918,-10.317263936008638,1954.1877,-47.275578,-1.103685834525118,-5.9905774554974345,12.740171,1.296711,6.266430966744645
4496127900403234176,267.67765277927396,12.30359186970054,37.35744009967424,18.958667906590374,3069.679,42.513046,-3.9482193528427634,-7.843927324772036,13.670041,1.212223,6.209602743913999
5829830866372178176,243.98836697232522,-61.13592468213417,325.2060935745855,-7.45309292808169,2642.8335,-30.85625,-1.9666345083414076,-8.494593534868024,13.955587,1.1974926,6.218230367745394
6672694146351626496,305.01210663540587,-45.68906502003067,354.31852923190587,-34.10506313834726,2596.857,-14.381323,5.857661913906666,-6.0283731786827985,13.633698,1.2167892,6.215064281973185
6634107709190847360,270.1792826330412,-62.265409461515105,331.4863646090655,-18.22087119963152,2429.6638,17.955431,-0.7938956766712432,-1.0490752807426924,13.263692,1.2773352,6.29400955743917
6653668364646361472,275.5377987678571,-53.250333900274775,341.36392452816244,-17.30744091404705,2177.459,105.677605,2.8456013049998172,0.4834568646640496,12.929141,1.1153126,6.277089493685732
4434266867962464128,250.860943207898,4.220149184095882,21.210655206824605,30.25698173297747,2602.8472,41.184475,-4.658195721784279,-8.418303113213211,13.482287,1.2006464,6.274780727048516
6171779253149343616,208.69743226531833,-31.848991645795397,318.3212287494468,29.122538858348772,5154.891,-27.136902,-8.661155233766241,0.16147172722860215,12.846259,1.2248173,6.2000904626113735
4248683908093788032,300.67702166962766,5.544738568599774,46.281545045448446,-13.120037121043072,3975.0063,-56.631176,-2.275277052155837,-10.192371688483071,13.319959,1.185194,6.238610671893729
4298999243805248128,300.11623508069243,8.217361140777399,48.37358688888054,-11.311020508194085,4484.166,71.29884,-5.715366232882995,-4.090651255191895,13.329729,1.2492428,6.262114744788408
6657707802868562048,286.87317273622756,-50.78071458976021,346.23204065517587,-23.11969971293677,2224.37,196.51057,-2.409483266996865,-8.527172319916286,13.642356,1.1411009,6.271287031657724
6419845676427469824,281.41093545599546,-69.85392297584363,325.23180482936357,-24.855858132651477,2971.0742,-37.26105,3.3715284260419285,0.40608993026488827,13.55656,1.2277889,6.283764625905182
6700157232394599168,305.41941448033697,-31.909461622464175,10.605981366233253,-32.064215302735036,2461.5432,46.645767,0.8478518213599955,2.5505292925168535,14.081001,1.2626324,6.27713604473585
6878946241211104896,301.71354650292204,-12.942633478209062,29.47441883758441,-22.48427973363152,2649.0737,-228.22911,-2.8237599497224917,-10.708277855070959,13.369617,1.2957535,6.248528470933389
6205940946282982400,225.17840604324448,-30.280236167707237,333.5045072806551,24.808308919921984,2548.6172,-22.792755,-9.584405606659045,-4.213641723045537,12.496073,1.1480083,6.285776022026692
5809066967208985600,246.19557589321394,-68.27520847776833,320.68203636743965,-13.113946555756636,9327.816,-23.668789,-4.505391739378835,-11.230746909909662,13.954438,1.2863388,6.239774446392672
6638262561772993152,284.0418403294025,-55.030297548131564,341.29568994574754,-22.593079863198447,2377.6216,69.80819,-7.749764306863049,-3.185725688888808,13.350123,1.1834869,6.2068543520562045
4404945194953921280,241.92546763489185,-3.46970731740599,7.904609844996115,33.67252164272435,2527.8147,-96.64693,-3.26662714001328,-1.956408013046756,12.6697645,1.2519112,6.260061842119946
6658660422314372608,290.5140128969502,-50.61325099013056,347.0168442214585,-25.31817288195389,2312.1135,81.97754,0.172570129550034,-1.436732629882306,12.165347,1.2654095,6.238184226071207
6728515557127915520,281.0892660669425,-40.43866880756152,355.2303974738943,-15.95258054683432,2053.151,70.24433,-2.242556062718124,-14.166609253360821,12.243891,1.2609167,6.238495101001998
6102760850988884224,215.22225290731907,-43.20473466388298,319.76459511670873,16.724195451527404,3142.666,-97.03331,-5.360940254853715,-0.6630347577067123,13.362817,1.2571611,6.259083075241433
6665451938137408000,300.16119969381805,-53.28034258660636,345.0076536599406,-31.58471983216091,2617.769,-2.0661073,-2.166054301429855,-3.8064153591918073,13.617252,1.2713556,6.204855459060961
6757627085975953664,287.1484406890293,-30.41164712817655,6.842502666816578,-16.751688314877764,2042.5381,31.580223,-5.842641505310836,-2.479977854363298,13.561948,1.249938,6.268131636173997
6003649189239815424,227.51376340294198,-43.12135636947158,328.12892841369893,12.86656478416407,2458.209,-19.96675,-10.60639577623379,-5.169482246490554,12.801882,1.2522593,6.295628179368704
6713558320633585920,290.0584158964683,-41.648944043992614,356.42223828631506,-22.72871888822468,2186.3071,0.72994596,-4.633004398195169,-8.476991991033415,12.866109,1.2752504,6.22427227413988
5827908129753517824,247.45117905333825,-64.73351981264557,323.6945991131598,-11.084879664975263,2770.0645,14.140674,-0.6443085302517924,-2.791491530664204,13.621798,1.2770863,6.222726198555889
4388190527530786816,257.2689881912782,3.3761098630294484,23.832443203818467,24.242767038380453,2546.5793,-8.283744,2.028650279910086,-4.645045772208029,13.601231,1.1004314,6.214854931618655
6900922278895121664,307.2486869610726,-12.610163021865725,32.25183617989335,-27.270315347561354,2974.694,-6.609374,-5.417729117854167,-6.2632770315482285,13.02831,1.2149448,6.257357617779076
6709464907569620224,278.1732681418567,-44.889804674688364,350.10376990673007,-15.681844944333433,2059.4294,-16.540178,1.8584815467069127,-2.675501493381838,13.056273,1.2190819,6.25885392115717
5817443630901616896,256.93694057957424,-62.65319156230076,328.02937519816487,-13.07921415543213,2562.1082,-2.6054387,-1.2325411789999747,-3.5545592227032468,13.565428,1.2959375,6.230309367789859
6730116828317774080,281.69336819789686,-37.8930981093895,357.8596173110542,-15.412552813273606,1999.6835,-11.812669,0.7146005802076559,-1.6136526811726877,14.135179,1.1420336,6.274537618686687
6708376425415288576,278.5776592959366,-46.27936433855771,348.88143742176715,-16.476517429021023,2145.9744,78.53495,3.091129565075075,1.4466679893606247,12.539973,1.1169472,6.201485012479451
6703198962598253824,275.83603891835065,-50.02020625609182,344.550078037898,-16.229535282503374,2146.1992,-0.8448767,2.7845875645779583,2.647571691976346,13.680952,1.2929373,6.244953638113072
4376709942511017728,262.5693498931296,2.362090832425664,25.556346522954083,19.096231886460874,2374.3582,-64.54383,0.39923908508866796,0.9224905552223664,12.486105,1.2682781,6.277722798631158
6764265907126653824,286.88074426561064,-25.93002537683577,11.044425030858234,-14.80429860883114,2066.9275,-50.144268,6.549938073512668,0.8160159524184938,13.061048,1.2105618,6.250823625874981
4390647317544978944,262.44103848296095,6.042436121303142,28.97211030977272,20.901812395072668,2596.6902,13.960766,-7.040488066751141,-4.858262440759259,14.527393,1.2980452,6.2378866281865495
6906423792699040640,310.324052022884,-8.639293250170093,37.76840189828096,-28.31379280502786,3500.2866,38.784077,-3.786606192857523,-3.8186988981154135,12.424099,1.2728176,6.2681530128833804
